id,prob
1,0.519566688170016
2,0.5158561601180222
3,0.5743614755113993
4,0.5158561601180222
5,0.5267973462140247
6,0.5168311402545439
7,0.5543094766938202
8,0.5833565142384978
9,0.5879922544763783
10,0.5475722605751677
11,0.5157714711755306
12,0.5168311402545439
13,0.519566688170016
14,0.5227433715522023
15,0.5261814901189071
16,0.5648285820063759
17,0.4213417141597545
18,0.6984110389747826
19,0.5676291128872852
20,0.5919501293221603
21,0.5136517170170742
22,0.51647793357509
23,0.5094108112533046
24,0.7310480407872836
25,0.522247600680964
26,0.5468713705975385
27,0.5688460302703165
28,0.506229209354212
29,0.8895644016212236
30,0.5364578349830901
31,0.5015163469374037
32,0.5015163469374037
33,0.5259808707893378
34,0.384890770552396
35,0.5302684125937707
36,0.5774964477442827
37,0.60486574686892
38,0.6722898452011494
39,0.5192715242865389
40,0.6703447713338992
41,0.6081048407647076
42,0.6273046674381604
43,0.45936825681218735
44,0.6242897972984421
45,0.5643308055674647
46,0.5127659210051049
47,0.6728639739004862
48,0.539821692249064
49,0.5373612495274073
50,0.5108246271937944
51,0.5556182546449889
52,0.5556182546449889
53,0.4996317391556014
54,0.516741632832598
55,0.516388421947483
56,0.5610005969093739
57,0.7566650063393233
58,0.5442437983666752
59,0.5596329922274609
60,0.5620667573930638
61,0.5916345465181371
62,0.6258676829271597
63,0.5527389062297894
64,0.5527389062297894
65,0.5579515860783426
66,0.6071187253409781
67,0.6597103073891327
68,0.575424470076974
69,0.5702330666772457
70,0.5465208557309191
71,0.659155511559019
72,0.5371345633622335
73,0.5445105060035573
74,0.5543980261846897
75,0.5022235349488161
76,0.7846916926313198
77,0.5674934825181468
78,0.5650617860415267
79,0.6950786020310763
80,0.4546060358290288
81,0.7506888514858476
82,0.5995561738871047
83,0.539821692249064
84,0.5302325051363657
85,0.6849361399937881
86,0.5815449410737995
87,0.718287500238618
88,0.718287500238618
89,0.5731744690919901
90,0.718287500238618
91,0.5897967975430459
92,0.718287500238618
93,0.5897967975430459
94,0.49915755225761194
95,0.5683279840144988
96,0.4260893061301981
97,0.5566895836287608
98,0.5192136209563796
99,0.4112878875054599
100,0.5533495449252208
101,0.6959506043386403
102,0.5960179321814892
103,0.6930215716902325
104,0.5123857781227428
105,0.5416403596917095
106,0.548889510109259
107,0.5512511671309953
108,0.5620715175692947
109,0.39388517385914135
110,0.4135180754395206
111,0.6115809353926833
112,0.7567274361136314
113,0.6145156053167731
