id,prob
1,0.5065187766601715
2,0.5256866175118967
3,0.33122000878535335
4,0.5256866175118967
5,0.5289592991399118
6,0.49554768093459006
7,0.4707550498466555
8,0.2855125783227446
9,0.27036547896902674
10,0.47884690019497367
11,0.49523004709813534
12,0.49554768093459006
13,0.5065187766601715
14,0.50747157243729
15,0.5186468333435852
16,0.3109830320223547
17,0.3598805927143299
18,0.5908527974085269
19,0.505224494125021
20,0.2749015290319189
21,0.49459479123239114
22,0.4954418025771205
23,0.49332433390653285
24,0.3772147901409385
25,0.4310487112710176
26,0.47863550912195774
27,0.4852976104534085
28,0.4923715465899674
29,0.3928538473866655
30,0.4682026109146935
31,0.45777762505857644
32,0.45777762505857644
33,0.45498079559982746
34,0.3613865601974798
35,0.4434099660057138
36,0.4879428825653026
37,0.44029294622423243
38,0.2960611866948424
39,0.4934509027918934
40,0.5841610059818021
41,0.26509934480148306
42,0.2861679131941971
43,0.3967198515110947
44,0.48675506922818024
45,0.4839223850494041
46,0.5146276058235641
47,0.62645423317701
48,0.53286212280888
49,0.5321240445363598
50,0.4937478109129455
51,0.4812784230631619
52,0.4812784230631619
53,0.26531827477859904
54,0.5056718071118976
55,0.5055659335296553
56,0.3099856106402443
57,0.20092939863841905
58,0.45762829207358346
59,0.4622573808927525
60,0.5035304343276542
61,0.47933096439025075
62,0.45690921635967574
63,0.45010978981006206
64,0.45010978981006206
65,0.3005886252959914
66,0.3000346193911448
67,0.2600935183400095
68,0.4873079500703813
69,0.4857208024955656
70,0.4785298164499633
71,0.25221613370184454
72,0.4254883862454135
73,0.4276640577502799
74,0.4606785106663193
75,0.4579878963342622
76,0.6571530353186038
77,0.28385694817739615
78,0.28325463652567795
79,0.3866162907057076
80,0.23926753176634852
81,0.21954499069895464
82,0.4716604973773933
83,0.53286212280888
84,0.5400888669086943
85,0.2996930753156892
86,0.4993356756996277
87,0.23619131472941776
88,0.23619131472941776
89,0.5069184339701454
90,0.23619131472941776
91,0.1732938605651068
92,0.23619131472941776
93,0.1732938605651068
94,0.4902544499147219
95,0.46489049881959044
96,0.3706440503706265
97,0.22612107692658248
98,0.5064129074131145
99,0.36640576346393544
100,0.4603628302599214
101,0.5602523177137692
102,0.2887201571497034
103,0.5890084928060988
104,0.4711160092718128
105,0.479883297097122
106,0.4489568998404122
107,0.45973156508719243
108,0.4629944480916868
109,0.3734563307390655
110,0.3483903835956862
111,0.29273765373567734
112,0.22121872454329755
113,0.3019951782379379
114,0.3019951782379379
115,0.45393071201516455
